rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 186.\nIf this is a bulk test, card 186 validates row-level rendering.",CREATURE - TESTER,SMO,00186/10000,7,5,7,Card 186,Variant 186
"Generated effect for card 187.\nIf this is a bulk test, card 187 validates row-level rendering.",CREATURE - TESTER,SMO,00187/10000,8,6,1,Card 187,Variant 187
"Generated effect for card 188.\nIf this is a bulk test, card 188 validates row-level rendering.",CREATURE - TESTER,SMO,00188/10000,9,7,2,Card 188,Variant 188
"Generated effect for card 189.\nIf this is a bulk test, card 189 validates row-level rendering.",CREATURE - TESTER,SMO,00189/10000,1,1,3,Card 189,Variant 189
"Generated effect for card 190.\nIf this is a bulk test, card 190 validates row-level rendering.",CREATURE - TESTER,SMO,00190/10000,2,2,4,Card 190,Variant 190
"Generated effect for card 191.\nIf this is a bulk test, card 191 validates row-level rendering.",CREATURE - TESTER,SMO,00191/10000,3,3,5,Card 191,Variant 191
"Generated effect for card 192.\nIf this is a bulk test, card 192 validates row-level rendering.",CREATURE - TESTER,SMO,00192/10000,4,4,6,Card 192,Variant 192
"Generated effect for card 193.\nIf this is a bulk test, card 193 validates row-level rendering.",CREATURE - TESTER,SMO,00193/10000,5,5,7,Card 193,Variant 193
"Generated effect for card 194.\nIf this is a bulk test, card 194 validates row-level rendering.",CREATURE - TESTER,SMO,00194/10000,6,6,1,Card 194,Variant 194
"Generated effect for card 195.\nIf this is a bulk test, card 195 validates row-level rendering.",CREATURE - TESTER,SMO,00195/10000,7,7,2,Card 195,Variant 195
"Generated effect for card 196.\nIf this is a bulk test, card 196 validates row-level rendering.",CREATURE - TESTER,SMO,00196/10000,8,1,3,Card 196,Variant 196
"Generated effect for card 197.\nIf this is a bulk test, card 197 validates row-level rendering.",CREATURE - TESTER,SMO,00197/10000,9,2,4,Card 197,Variant 197
"Generated effect for card 198.\nIf this is a bulk test, card 198 validates row-level rendering.",CREATURE - TESTER,SMO,00198/10000,1,3,5,Card 198,Variant 198
"Generated effect for card 199.\nIf this is a bulk test, card 199 validates row-level rendering.",CREATURE - TESTER,SMO,00199/10000,2,4,6,Card 199,Variant 199
"Generated effect for card 200.\nIf this is a bulk test, card 200 validates row-level rendering.",CREATURE - TESTER,SMO,00200/10000,3,5,7,Card 200,Variant 200
"Generated effect for card 201.\nIf this is a bulk test, card 201 validates row-level rendering.",CREATURE - TESTER,SMO,00201/10000,4,6,1,Card 201,Variant 201
"Generated effect for card 202.\nIf this is a bulk test, card 202 validates row-level rendering.",CREATURE - TESTER,SMO,00202/10000,5,7,2,Card 202,Variant 202
"Generated effect for card 203.\nIf this is a bulk test, card 203 validates row-level rendering.",CREATURE - TESTER,SMO,00203/10000,6,1,3,Card 203,Variant 203
"Generated effect for card 204.\nIf this is a bulk test, card 204 validates row-level rendering.",CREATURE - TESTER,SMO,00204/10000,7,2,4,Card 204,Variant 204
"Generated effect for card 205.\nIf this is a bulk test, card 205 validates row-level rendering.",CREATURE - TESTER,SMO,00205/10000,8,3,5,Card 205,Variant 205
"Generated effect for card 206.\nIf this is a bulk test, card 206 validates row-level rendering.",CREATURE - TESTER,SMO,00206/10000,9,4,6,Card 206,Variant 206
"Generated effect for card 207.\nIf this is a bulk test, card 207 validates row-level rendering.",CREATURE - TESTER,SMO,00207/10000,1,5,7,Card 207,Variant 207
"Generated effect for card 208.\nIf this is a bulk test, card 208 validates row-level rendering.",CREATURE - TESTER,SMO,00208/10000,2,6,1,Card 208,Variant 208
"Generated effect for card 209.\nIf this is a bulk test, card 209 validates row-level rendering.",CREATURE - TESTER,SMO,00209/10000,3,7,2,Card 209,Variant 209
"Generated effect for card 210.\nIf this is a bulk test, card 210 validates row-level rendering.",CREATURE - TESTER,SMO,00210/10000,4,1,3,Card 210,Variant 210
"Generated effect for card 211.\nIf this is a bulk test, card 211 validates row-level rendering.",CREATURE - TESTER,SMO,00211/10000,5,2,4,Card 211,Variant 211
"Generated effect for card 212.\nIf this is a bulk test, card 212 validates row-level rendering.",CREATURE - TESTER,SMO,00212/10000,6,3,5,Card 212,Variant 212
"Generated effect for card 213.\nIf this is a bulk test, card 213 validates row-level rendering.",CREATURE - TESTER,SMO,00213/10000,7,4,6,Card 213,Variant 213
"Generated effect for card 214.\nIf this is a bulk test, card 214 validates row-level rendering.",CREATURE - TESTER,SMO,00214/10000,8,5,7,Card 214,Variant 214
"Generated effect for card 215.\nIf this is a bulk test, card 215 validates row-level rendering.",CREATURE - TESTER,SMO,00215/10000,9,6,1,Card 215,Variant 215
"Generated effect for card 216.\nIf this is a bulk test, card 216 validates row-level rendering.",CREATURE - TESTER,SMO,00216/10000,1,7,2,Card 216,Variant 216
"Generated effect for card 217.\nIf this is a bulk test, card 217 validates row-level rendering.",CREATURE - TESTER,SMO,00217/10000,2,1,3,Card 217,Variant 217
"Generated effect for card 218.\nIf this is a bulk test, card 218 validates row-level rendering.",CREATURE - TESTER,SMO,00218/10000,3,2,4,Card 218,Variant 218
"Generated effect for card 219.\nIf this is a bulk test, card 219 validates row-level rendering.",CREATURE - TESTER,SMO,00219/10000,4,3,5,Card 219,Variant 219
"Generated effect for card 220.\nIf this is a bulk test, card 220 validates row-level rendering.",CREATURE - TESTER,SMO,00220/10000,5,4,6,Card 220,Variant 220
"Generated effect for card 221.\nIf this is a bulk test, card 221 validates row-level rendering.",CREATURE - TESTER,SMO,00221/10000,6,5,7,Card 221,Variant 221
"Generated effect for card 222.\nIf this is a bulk test, card 222 validates row-level rendering.",CREATURE - TESTER,SMO,00222/10000,7,6,1,Card 222,Variant 222
"Generated effect for card 223.\nIf this is a bulk test, card 223 validates row-level rendering.",CREATURE - TESTER,SMO,00223/10000,8,7,2,Card 223,Variant 223
"Generated effect for card 224.\nIf this is a bulk test, card 224 validates row-level rendering.",CREATURE - TESTER,SMO,00224/10000,9,1,3,Card 224,Variant 224
"Generated effect for card 225.\nIf this is a bulk test, card 225 validates row-level rendering.",CREATURE - TESTER,SMO,00225/10000,1,2,4,Card 225,Variant 225
"Generated effect for card 226.\nIf this is a bulk test, card 226 validates row-level rendering.",CREATURE - TESTER,SMO,00226/10000,2,3,5,Card 226,Variant 226
"Generated effect for card 227.\nIf this is a bulk test, card 227 validates row-level rendering.",CREATURE - TESTER,SMO,00227/10000,3,4,6,Card 227,Variant 227
"Generated effect for card 228.\nIf this is a bulk test, card 228 validates row-level rendering.",CREATURE - TESTER,SMO,00228/10000,4,5,7,Card 228,Variant 228
"Generated effect for card 229.\nIf this is a bulk test, card 229 validates row-level rendering.",CREATURE - TESTER,SMO,00229/10000,5,6,1,Card 229,Variant 229
"Generated effect for card 230.\nIf this is a bulk test, card 230 validates row-level rendering.",CREATURE - TESTER,SMO,00230/10000,6,7,2,Card 230,Variant 230
"Generated effect for card 231.\nIf this is a bulk test, card 231 validates row-level rendering.",CREATURE - TESTER,SMO,00231/10000,7,1,3,Card 231,Variant 231
"Generated effect for card 232.\nIf this is a bulk test, card 232 validates row-level rendering.",CREATURE - TESTER,SMO,00232/10000,8,2,4,Card 232,Variant 232
"Generated effect for card 233.\nIf this is a bulk test, card 233 validates row-level rendering.",CREATURE - TESTER,SMO,00233/10000,9,3,5,Card 233,Variant 233
"Generated effect for card 234.\nIf this is a bulk test, card 234 validates row-level rendering.",CREATURE - TESTER,SMO,00234/10000,1,4,6,Card 234,Variant 234
"Generated effect for card 235.\nIf this is a bulk test, card 235 validates row-level rendering.",CREATURE - TESTER,SMO,00235/10000,2,5,7,Card 235,Variant 235
"Generated effect for card 236.\nIf this is a bulk test, card 236 validates row-level rendering.",CREATURE - TESTER,SMO,00236/10000,3,6,1,Card 236,Variant 236
"Generated effect for card 237.\nIf this is a bulk test, card 237 validates row-level rendering.",CREATURE - TESTER,SMO,00237/10000,4,7,2,Card 237,Variant 237
"Generated effect for card 238.\nIf this is a bulk test, card 238 validates row-level rendering.",CREATURE - TESTER,SMO,00238/10000,5,1,3,Card 238,Variant 238
"Generated effect for card 239.\nIf this is a bulk test, card 239 validates row-level rendering.",CREATURE - TESTER,SMO,00239/10000,6,2,4,Card 239,Variant 239
"Generated effect for card 240.\nIf this is a bulk test, card 240 validates row-level rendering.",CREATURE - TESTER,SMO,00240/10000,7,3,5,Card 240,Variant 240
"Generated effect for card 241.\nIf this is a bulk test, card 241 validates row-level rendering.",CREATURE - TESTER,SMO,00241/10000,8,4,6,Card 241,Variant 241
"Generated effect for card 242.\nIf this is a bulk test, card 242 validates row-level rendering.",CREATURE - TESTER,SMO,00242/10000,9,5,7,Card 242,Variant 242
"Generated effect for card 243.\nIf this is a bulk test, card 243 validates row-level rendering.",CREATURE - TESTER,SMO,00243/10000,1,6,1,Card 243,Variant 243
"Generated effect for card 244.\nIf this is a bulk test, card 244 validates row-level rendering.",CREATURE - TESTER,SMO,00244/10000,2,7,2,Card 244,Variant 244
"Generated effect for card 245.\nIf this is a bulk test, card 245 validates row-level rendering.",CREATURE - TESTER,SMO,00245/10000,3,1,3,Card 245,Variant 245
"Generated effect for card 246.\nIf this is a bulk test, card 246 validates row-level rendering.",CREATURE - TESTER,SMO,00246/10000,4,2,4,Card 246,Variant 246
"Generated effect for card 247.\nIf this is a bulk test, card 247 validates row-level rendering.",CREATURE - TESTER,SMO,00247/10000,5,3,5,Card 247,Variant 247
"Generated effect for card 248.\nIf this is a bulk test, card 248 validates row-level rendering.",CREATURE - TESTER,SMO,00248/10000,6,4,6,Card 248,Variant 248
"Generated effect for card 249.\nIf this is a bulk test, card 249 validates row-level rendering.",CREATURE - TESTER,SMO,00249/10000,7,5,7,Card 249,Variant 249
"Generated effect for card 250.\nIf this is a bulk test, card 250 validates row-level rendering.",CREATURE - TESTER,SMO,00250/10000,8,6,1,Card 250,Variant 250
"Generated effect for card 251.\nIf this is a bulk test, card 251 validates row-level rendering.",CREATURE - TESTER,SMO,00251/10000,9,7,2,Card 251,Variant 251
"Generated effect for card 252.\nIf this is a bulk test, card 252 validates row-level rendering.",CREATURE - TESTER,SMO,00252/10000,1,1,3,Card 252,Variant 252
"Generated effect for card 253.\nIf this is a bulk test, card 253 validates row-level rendering.",CREATURE - TESTER,SMO,00253/10000,2,2,4,Card 253,Variant 253
"Generated effect for card 254.\nIf this is a bulk test, card 254 validates row-level rendering.",CREATURE - TESTER,SMO,00254/10000,3,3,5,Card 254,Variant 254
"Generated effect for card 255.\nIf this is a bulk test, card 255 validates row-level rendering.",CREATURE - TESTER,SMO,00255/10000,4,4,6,Card 255,Variant 255
"Generated effect for card 256.\nIf this is a bulk test, card 256 validates row-level rendering.",CREATURE - TESTER,SMO,00256/10000,5,5,7,Card 256,Variant 256
"Generated effect for card 257.\nIf this is a bulk test, card 257 validates row-level rendering.",CREATURE - TESTER,SMO,00257/10000,6,6,1,Card 257,Variant 257
"Generated effect for card 258.\nIf this is a bulk test, card 258 validates row-level rendering.",CREATURE - TESTER,SMO,00258/10000,7,7,2,Card 258,Variant 258
"Generated effect for card 259.\nIf this is a bulk test, card 259 validates row-level rendering.",CREATURE - TESTER,SMO,00259/10000,8,1,3,Card 259,Variant 259
"Generated effect for card 260.\nIf this is a bulk test, card 260 validates row-level rendering.",CREATURE - TESTER,SMO,00260/10000,9,2,4,Card 260,Variant 260
"Generated effect for card 261.\nIf this is a bulk test, card 261 validates row-level rendering.",CREATURE - TESTER,SMO,00261/10000,1,3,5,Card 261,Variant 261
"Generated effect for card 262.\nIf this is a bulk test, card 262 validates row-level rendering.",CREATURE - TESTER,SMO,00262/10000,2,4,6,Card 262,Variant 262
"Generated effect for card 263.\nIf this is a bulk test, card 263 validates row-level rendering.",CREATURE - TESTER,SMO,00263/10000,3,5,7,Card 263,Variant 263
"Generated effect for card 264.\nIf this is a bulk test, card 264 validates row-level rendering.",CREATURE - TESTER,SMO,00264/10000,4,6,1,Card 264,Variant 264
"Generated effect for card 265.\nIf this is a bulk test, card 265 validates row-level rendering.",CREATURE - TESTER,SMO,00265/10000,5,7,2,Card 265,Variant 265
"Generated effect for card 266.\nIf this is a bulk test, card 266 validates row-level rendering.",CREATURE - TESTER,SMO,00266/10000,6,1,3,Card 266,Variant 266
"Generated effect for card 267.\nIf this is a bulk test, card 267 validates row-level rendering.",CREATURE - TESTER,SMO,00267/10000,7,2,4,Card 267,Variant 267
"Generated effect for card 268.\nIf this is a bulk test, card 268 validates row-level rendering.",CREATURE - TESTER,SMO,00268/10000,8,3,5,Card 268,Variant 268
"Generated effect for card 269.\nIf this is a bulk test, card 269 validates row-level rendering.",CREATURE - TESTER,SMO,00269/10000,9,4,6,Card 269,Variant 269
"Generated effect for card 270.\nIf this is a bulk test, card 270 validates row-level rendering.",CREATURE - TESTER,SMO,00270/10000,1,5,7,Card 270,Variant 270
"Generated effect for card 271.\nIf this is a bulk test, card 271 validates row-level rendering.",CREATURE - TESTER,SMO,00271/10000,2,6,1,Card 271,Variant 271
"Generated effect for card 272.\nIf this is a bulk test, card 272 validates row-level rendering.",CREATURE - TESTER,SMO,00272/10000,3,7,2,Card 272,Variant 272
"Generated effect for card 273.\nIf this is a bulk test, card 273 validates row-level rendering.",CREATURE - TESTER,SMO,00273/10000,4,1,3,Card 273,Variant 273
"Generated effect for card 274.\nIf this is a bulk test, card 274 validates row-level rendering.",CREATURE - TESTER,SMO,00274/10000,5,2,4,Card 274,Variant 274
"Generated effect for card 275.\nIf this is a bulk test, card 275 validates row-level rendering.",CREATURE - TESTER,SMO,00275/10000,6,3,5,Card 275,Variant 275
"Generated effect for card 276.\nIf this is a bulk test, card 276 validates row-level rendering.",CREATURE - TESTER,SMO,00276/10000,7,4,6,Card 276,Variant 276
"Generated effect for card 277.\nIf this is a bulk test, card 277 validates row-level rendering.",CREATURE - TESTER,SMO,00277/10000,8,5,7,Card 277,Variant 277
"Generated effect for card 278.\nIf this is a bulk test, card 278 validates row-level rendering.",CREATURE - TESTER,SMO,00278/10000,9,6,1,Card 278,Variant 278
"Generated effect for card 279.\nIf this is a bulk test, card 279 validates row-level rendering.",CREATURE - TESTER,SMO,00279/10000,1,7,2,Card 279,Variant 279
"Generated effect for card 280.\nIf this is a bulk test, card 280 validates row-level rendering.",CREATURE - TESTER,SMO,00280/10000,2,1,3,Card 280,Variant 280
"Generated effect for card 281.\nIf this is a bulk test, card 281 validates row-level rendering.",CREATURE - TESTER,SMO,00281/10000,3,2,4,Card 281,Variant 281
"Generated effect for card 282.\nIf this is a bulk test, card 282 validates row-level rendering.",CREATURE - TESTER,SMO,00282/10000,4,3,5,Card 282,Variant 282
"Generated effect for card 283.\nIf this is a bulk test, card 283 validates row-level rendering.",CREATURE - TESTER,SMO,00283/10000,5,4,6,Card 283,Variant 283
"Generated effect for card 284.\nIf this is a bulk test, card 284 validates row-level rendering.",CREATURE - TESTER,SMO,00284/10000,6,5,7,Card 284,Variant 284
"Generated effect for card 285.\nIf this is a bulk test, card 285 validates row-level rendering.",CREATURE - TESTER,SMO,00285/10000,7,6,1,Card 285,Variant 285
"Generated effect for card 286.\nIf this is a bulk test, card 286 validates row-level rendering.",CREATURE - TESTER,SMO,00286/10000,8,7,2,Card 286,Variant 286
